sku,name_ar,name_en,description_ar,description_en,brand_slug,category_slug,base_price_egp,vat_exempt,authenticity,specs_json,status
HP-TONER-REFILL-1KG,مسحوق تونر إعادة تعبئة — أسود 1 كيلو,Toner Refill Powder — Black 1kg,مسحوق تونر 1 كيلو للاستخدام المكثف — عرض الجملة.,Bulk 1kg toner powder for heavy refill use.,generic,parts-accessories,1450,false,COMPATIBLE,"{""weight"":""1000g"",""color"":""Black""}",ACTIVE
GEN-INK-CISS-BK,حبر عام CISS أسود 100 مل,Universal CISS Ink — Black 100ml,حبر إعادة تعبئة متعدد الاستخدام CISS 100 مل أسود.,Universal refill CISS ink 100ml black.,generic,ink-cartridges,95,false,COMPATIBLE,"{""volume"":""100ml"",""color"":""Black""}",ACTIVE
GEN-INK-CISS-C,حبر عام CISS سيان 100 مل,Universal CISS Ink — Cyan 100ml,حبر CISS سيان 100 مل.,Universal CISS ink 100ml cyan.,generic,ink-cartridges,95,false,COMPATIBLE,"{""volume"":""100ml"",""color"":""Cyan""}",ACTIVE
GEN-INK-CISS-M,حبر عام CISS ماجنتا 100 مل,Universal CISS Ink — Magenta 100ml,حبر CISS ماجنتا 100 مل.,Universal CISS ink 100ml magenta.,generic,ink-cartridges,95,false,COMPATIBLE,"{""volume"":""100ml"",""color"":""Magenta""}",ACTIVE
GEN-INK-CISS-Y,حبر عام CISS أصفر 100 مل,Universal CISS Ink — Yellow 100ml,حبر CISS أصفر 100 مل.,Universal CISS ink 100ml yellow.,generic,ink-cartridges,95,false,COMPATIBLE,"{""volume"":""100ml"",""color"":""Yellow""}",ACTIVE
HP-NO-682-REFILL,خرطوشة حبر HP 682 إعادة تعبئة,HP 682 Refill Ink Cartridge,خرطوشة HP 682 تم إعادة تعبئتها — بديل اقتصادي.,Refilled HP 682 — economical alternative.,hp,ink-cartridges,195,false,COMPATIBLE,"{""color"":""Black""}",ACTIVE
ACC-POWERSTRIP,شريحة كهرباء 6 منافذ,6-Outlet Power Strip,شريحة كهرباء بست منافذ مع حماية من التيار الزائد.,6-outlet power strip with surge protection.,generic,parts-accessories,195,false,GENUINE,"{""outlets"":""6""}",ACTIVE
ACC-BARCODE-LABEL-4X6,ملصقات باركود 4x6 — 500 ملصق,Barcode Labels 4x6 — 500 Pack,ملصقات باركود حرارية للطابعات الحرارية.,Thermal barcode labels for thermal printers.,generic,paper-media,195,true,GENUINE,"{""size"":""4x6"",""count"":""500""}",ACTIVE
HP-M255DW,طابعة HP ColorLaserJet Pro M255dw,HP ColorLaserJet Pro M255dw,طابعة ليزر ملونة مدمجة مع Wi-Fi وطباعة تلقائية.,Compact color laser with Wi-Fi and duplex.,hp,printers,19950,false,GENUINE,"{""type"":""Color Laser""}",ACTIVE
CANON-LBP621,طابعة Canon LBP621CW ليزر ملون Wi-Fi,Canon i-SENSYS LBP621CW Color Laser,طابعة ليزر ملونة مع Wi-Fi للمكاتب الصغيرة.,Color laser with Wi-Fi for small offices.,canon,printers,17950,false,GENUINE,"{""type"":""Color Laser""}",ACTIVE
BROTHER-HL-L8360CDW,طابعة Brother HL-L8360CDW ليزر ملون,Brother HL-L8360CDW Color Laser Printer,طابعة ليزر ملونة سريعة للأعمال.,Fast business color laser.,brother,printers,28950,false,GENUINE,"{""type"":""Color Laser""}",ACTIVE
SAMSUNG-C430W,طابعة Samsung Xpress C430W ليزر ملون,Samsung Xpress C430W Color Laser,طابعة ليزر ملونة مدمجة مع Wi-Fi.,Compact color laser with Wi-Fi.,samsung,printers,13450,false,GENUINE,"{""type"":""Color Laser""}",ACTIVE
BROTHER-DR-2485,اسطوانة Brother DR-2485 متوافقة,Brother DR-2485 Compatible Drum,اسطوانة بديل متوافقة لـ Brother DR-2485.,Compatible replacement drum for Brother DR-2485.,brother,parts-accessories,1650,false,COMPATIBLE,"{""yield"":""30000 pages""}",ACTIVE
HP-CF410A-COMP,خرطوشة تونر HP 410A أسود متوافقة,HP 410A Black Compatible Toner,بديل متوافق لـ HP 410A — 2300 صفحة.,Compatible HP 410A — 2300 pages.,hp,toner-cartridges,1850,false,COMPATIBLE,"{""pageYield"":""2300 pages"",""color"":""Black""}",ACTIVE
HP-CF411A-COMP,خرطوشة تونر HP 410A سيان متوافقة,HP 410A Cyan Compatible Toner,بديل متوافق لـ HP 410A سيان.,Compatible HP 410A cyan.,hp,toner-cartridges,1950,false,COMPATIBLE,"{""pageYield"":""2300 pages"",""color"":""Cyan""}",ACTIVE
HP-CF412A-COMP,خرطوشة تونر HP 410A أصفر متوافقة,HP 410A Yellow Compatible Toner,بديل متوافق لـ HP 410A أصفر.,Compatible HP 410A yellow.,hp,toner-cartridges,1950,false,COMPATIBLE,"{""pageYield"":""2300 pages"",""color"":""Yellow""}",ACTIVE
HP-CF413A-COMP,خرطوشة تونر HP 410A ماجنتا متوافقة,HP 410A Magenta Compatible Toner,بديل متوافق لـ HP 410A ماجنتا.,Compatible HP 410A magenta.,hp,toner-cartridges,1950,false,COMPATIBLE,"{""pageYield"":""2300 pages"",""color"":""Magenta""}",ACTIVE
CANON-MG2570,طابعة Canon PIXMA MG2570S,Canon PIXMA MG2570S Printer,طابعة حبر ملونة مدمجة للاستخدام المنزلي.,Home color inkjet printer.,canon,printers,2950,false,GENUINE,"{""type"":""Inkjet""}",ACTIVE
CANON-TR4570,طابعة Canon PIXMA TR4570S MFP Wi-Fi,Canon PIXMA TR4570S MFP Wi-Fi,طابعة متعددة الوظائف مع فاكس وWi-Fi.,MFP with fax and Wi-Fi.,canon,printers,6950,false,GENUINE,"{""type"":""Inkjet MFP""}",ACTIVE
EPSON-L15150,طابعة Epson EcoTank L15150 A3,Epson EcoTank L15150 A3 Printer,طابعة EcoTank A3 متعددة الوظائف للأعمال.,EcoTank A3 business MFP.,epson,printers,35950,false,GENUINE,"{""type"":""Inkjet A3 MFP""}",ACTIVE
EPSON-L6290,طابعة Epson EcoTank L6290 MFP,Epson EcoTank L6290 MFP,طابعة EcoTank متعددة الوظائف مع ADF.,EcoTank MFP with ADF.,epson,printers,22950,false,GENUINE,"{""type"":""Inkjet MFP""}",ACTIVE
HP-17-BLACK-INK,حبر HP 17 أسود أصلي,HP 17 Black Original Ink Cartridge,حبر HP 17 لطابعات DeskJet 2060 القديمة.,HP 17 for legacy DeskJet 2060.,hp,ink-cartridges,445,false,GENUINE,"{""color"":""Black""}",ACTIVE
